Player,League,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
Domingos Duarte,Spain La Liga 2025-26,Getafe,Getafe,"CB, RCB, LCB",31.0,2000000,2026-06-30,32,3060,1,0.92,1,0.0,10.44,63.38,Portugal,Portugal,right,190,82,no,5.82,3.24,60.91,3.97,65.93,0.29,0.37,0.38,3.56,4.51,0.88,11,0.32,0,0.0,0.15,0.03,1,0.03,0.03,1,0.03,10,0.29,50.0,10.0,0.03,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.59,60.0,0.47,0.09,0.03,12.06,0.06,0.68,25.09,78.78,10.76,63.39,2.24,94.74,9.79,91.29,20.38,84.42,4.68,54.72,23.04,37.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,61.64,0.29,30.0,0.09,33.33,0.06,0.0,5.65,65.1,0,,0,,0,0.0,0.0,0.0,,,1.76,,,0.0,0.0,0.0,0.0,0,0.0
D. Affengruber,Spain La Liga 2025-26,Elche,Elche,"CB, RCB",25.0,4000000,2027-06-30,34,3040,1,1.5,1,0.76,13.29,62.81,Austria,Austria,right,185,79,no,8.97,5.6,70.37,3.05,58.25,0.44,0.66,0.59,4.59,6.81,0.86,6,0.18,1,0.03,0.53,0.03,1,0.03,0.04,0,0.0,10,0.3,30.0,10.0,0.03,0.36,33.33,0.0,0.0,0.33,36.36,0.09,0.53,55.56,2.19,59.46,0.56,1.95,0.18,40.86,0.33,0.92,57.11,88.23,21.85,78.46,5.68,97.4,22.62,93.72,51.66,92.72,5.09,46.51,19.01,39.45,0.02,0.18,0.06,0.0,0.09,33.33,0.09,6.81,69.13,0.74,24.0,0.59,25.0,0.15,0.12,8.62,71.48,0,,0,,0,0.0,0.0,0.0,,,4.88,,,0.0,0.0,0.0,0.0,0,0.0
A. Rațiu,Spain La Liga 2025-26,Rayo Vallecano,Rayo Vallecano,RB,27.0,3000000,2030-06-30,33,3011,0,2.14,3,3.49,17.64,46.78,Romania,"Romania, Spain",right,183,75,no,7.71,5.77,65.28,2.12,39.44,0.24,0.35,0.09,3.71,5.49,0.69,8,0.24,0,0.0,3.26,0.0,0,0.0,0.06,0,0.0,27,0.81,33.33,0.0,0.09,3.47,37.93,0.03,100.0,3.44,37.39,0.33,2.78,56.99,7.56,36.36,1.49,2.78,0.84,29.98,2.39,0.63,40.86,79.22,13.39,69.2,8.19,93.07,11.66,81.03,34.73,86.23,2.87,39.58,17.95,29.73,0.1,0.96,0.06,0.0,0.15,60.0,0.63,4.6,68.18,3.5,53.85,0.42,35.71,0.96,1.35,7.41,73.39,0,,0,,0,0.0,0.0,0.0,,,0.48,,,0.0,0.0,0.0,0.0,0,0.0
Pablo Fornals,Spain La Liga 2025-26,Real Betis,Real Betis,"AMF, LDMF, RDMF",30.0,14000000,2029-06-30,36,3003,8,4.11,3,4.83,13.37,43.5,Spain,Spain,right,178,67,no,5.6,4.35,59.31,1.95,24.62,0.09,0.11,0.09,2.94,3.57,0.96,2,0.06,0,0.0,2.07,0.24,8,0.24,0.12,1,0.03,41,1.23,41.46,19.512,0.09,2.22,32.43,0.93,29.03,1.29,34.88,0.21,1.44,52.08,5.3,39.55,1.86,1.26,0.06,40.97,1.29,0.84,51.61,84.84,16.21,76.89,8.3,93.5,17.17,88.31,45.85,89.41,3.6,58.33,18.34,35.94,0.14,1.59,0.03,0.03,0.39,23.08,0.54,8.45,80.14,2.85,57.89,0.9,46.67,1.11,0.72,8.51,85.92,0,,0,,0,0.0,0.0,0.0,,,0.39,,,0.54,0.06,50.0,2.37,0,0.0
O. El Hilali,Spain La Liga 2025-26,Espanyol,Espanyol,RB,22.0,2000000,2027-06-30,34,2992,0,0.01,2,2.3,13.08,51.72,Spain,"Spain, Morocco",right,183,75,no,8.6,7.52,56.8,2.23,47.3,0.48,0.54,0.39,3.85,4.33,1.23,9,0.27,0,0.0,0.87,0.0,0,0.0,0.0,0,0.0,1,0.03,0.0,0.0,0.06,1.77,42.37,0.03,100.0,1.74,41.38,0.27,0.36,33.33,1.59,37.74,0.3,0.63,0.12,27.94,0.42,0.72,38.35,81.8,17.36,73.83,4.9,96.93,11.01,87.7,30.44,89.72,6.26,53.85,20.47,34.18,0.07,0.54,0.0,0.0,0.0,0.0,0.33,5.59,68.28,1.77,50.85,0.3,30.0,0.33,0.75,9.14,72.04,0,,0,,0,0.0,0.0,0.0,,,1.11,,,0.0,0.0,0.0,0.0,0,0.0
A. Budimir,Spain La Liga 2025-26,Osasuna,Osasuna,CF,34.0,5000000,2027-06-30,35,2990,17,20.05,0,1.42,19.26,42.66,Bosnia and Herzegovina,"Bosnia and Herzegovina, Croatia",left,190,75,no,3.73,2.92,57.73,7.34,46.72,0.09,0.11,0.18,1.96,2.42,1.41,3,0.09,0,0.0,1.44,0.51,11,0.33,0.6,5,0.15,87,2.62,43.68,19.54,0.0,0.21,0.0,0.18,0.0,0.03,0.0,0.0,0.63,47.62,5.33,32.77,3.79,0.39,0.06,6.62,1.51,0.96,9.51,67.72,2.5,46.99,2.59,86.05,1.9,66.67,9.09,70.2,0.21,28.57,13.05,7.47,0.04,0.24,0.0,0.0,0.06,0.0,0.18,1.02,50.0,0.39,38.46,0.09,0.0,0.39,0.0,0.84,46.43,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,8,75.0
Pau Cubarsí,Spain La Liga 2025-26,Barcelona,Barcelona,"RCB, LCB",19.0,0,2029-06-30,31,2962,1,1.18,0,0.13,10.27,61.83,Spain,Spain,right,184,75,no,6.53,4.25,65.0,3.52,62.07,0.15,0.3,0.4,3.62,7.15,0.73,3,0.09,0,0.0,0.09,0.03,1,0.03,0.04,1,0.03,9,0.27,11.11,11.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,66.67,0.43,50.0,0.33,1.22,0.03,64.26,0.09,0.24,81.01,94.64,25.19,87.45,3.46,99.12,42.78,98.51,77.91,96.37,3.1,50.98,18.23,36.15,0.0,0.06,0.03,0.03,0.03,0.0,0.03,7.87,87.26,0.58,31.58,0.64,33.33,0.18,0.0,7.99,77.57,0,,0,,0,0.0,0.0,0.0,,,3.01,,,0.0,0.0,0.0,0.0,0,0.0
Natan,Spain La Liga 2025-26,Real Betis,Real Betis,"LCB, RCB",25.0,0,2030-06-30,31,2923,0,0.32,0,0.32,12.01,60.26,Brazil,Brazil,left,188,84,no,7.67,4.68,69.08,4.31,57.86,0.28,0.33,0.68,4.16,4.99,0.83,8,0.25,0,0.0,0.06,0.0,0,0.0,0.01,0,0.0,7,0.22,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,0.15,40.0,1.05,41.18,0.22,0.43,0.03,27.5,0.25,0.34,39.81,87.24,15.64,74.02,2.77,100.0,16.81,95.42,35.04,92.88,4.74,46.1,20.21,37.79,0.01,0.06,0.0,0.03,0.03,0.0,0.0,3.79,66.67,0.22,28.57,0.18,16.67,0.09,0.0,5.33,60.12,0,,0,,0,0.0,0.0,0.0,,,2.56,,,0.0,0.0,0.0,0.0,0,0.0
Manu Sánchez,Spain La Liga 2025-26,Levante,Levante,LB,25.0,8000000,2028-06-30,31,2911,1,1.11,2,1.01,15.18,49.49,Spain,Spain,left,171,70,yes,9.77,8.41,58.09,1.67,37.04,0.37,0.44,0.25,4.51,5.33,1.02,8,0.25,0,0.0,1.24,0.03,1,0.03,0.03,1,0.03,11,0.34,36.36,9.091,0.06,2.29,28.38,2.2,28.17,0.06,50.0,0.28,1.21,38.46,3.22,31.73,0.96,1.67,0.34,20.87,1.76,0.56,29.65,79.67,10.98,70.7,7.05,94.3,7.51,79.42,24.27,89.94,3.25,38.1,19.25,32.91,0.03,0.37,0.03,0.0,0.0,0.0,0.09,3.34,70.37,1.92,33.87,0.12,25.0,0.31,0.53,5.5,64.04,0,,0,,0,0.0,0.0,0.0,,,1.21,,,0.03,0.0,0.0,0.12,0,0.0
J. Mojica,Spain La Liga 2025-26,Mallorca,Mallorca,LB,33.0,2200000,2027-06-30,34,2901,0,0.39,4,2.74,14.18,53.83,Colombia,"Colombia, Spain",left,185,73,no,8.35,6.55,58.77,1.27,60.98,0.12,0.15,0.12,4.37,5.41,0.87,6,0.19,0,0.0,2.61,0.0,0,0.0,0.01,0,0.0,17,0.53,11.76,0.0,0.12,3.6,37.93,3.54,38.6,0.06,0.0,0.22,1.49,79.17,5.09,46.95,0.37,1.33,0.25,28.45,1.02,0.87,39.52,77.71,17.56,71.73,6.08,93.88,9.68,77.56,31.05,87.21,5.49,46.33,21.06,42.21,0.09,0.81,0.03,0.0,0.06,0.0,0.47,5.89,67.89,3.57,48.7,0.4,30.77,0.37,1.18,10.36,74.85,0,,0,,0,0.0,0.0,0.0,,,0.96,,,0.65,0.22,14.29,0.0,0,0.0
F. Valverde,Spain La Liga 2025-26,Real Madrid,Real Madrid,"RB, RW, RCMF",27.0,0,2029-06-30,32,2899,5,2.4,6,3.05,8.23,58.49,Uruguay,"Uruguay, Spain",right,182,78,no,6.3,3.26,67.62,1.46,51.06,0.37,0.56,0.22,3.73,5.56,0.56,3,0.09,1,0.03,1.86,0.16,5,0.16,0.07,0,0.0,49,1.52,44.9,10.204,0.19,1.09,22.86,0.16,40.0,0.9,20.69,0.12,1.3,69.05,2.42,55.13,1.37,1.96,0.34,44.77,1.89,0.37,56.07,89.31,16.24,83.37,8.44,96.69,21.76,91.44,52.09,92.79,2.89,51.61,17.82,35.15,0.09,1.06,0.06,0.06,0.09,33.33,0.56,8.1,86.21,2.11,58.82,0.31,50.0,1.21,0.22,6.61,76.06,0,,0,,0,0.0,0.0,0.0,,,0.87,,,0.16,0.12,25.0,0.03,0,0.0
Pep Chavarría,Spain La Liga 2025-26,Rayo Vallecano,Rayo Vallecano,LB,28.0,2000000,2030-06-30,32,2898,1,0.83,2,2.45,16.34,59.32,Spain,Spain,left,174,72,no,9.38,7.05,70.04,1.99,42.19,0.06,0.09,0.34,4.38,6.54,0.93,5,0.16,1,0.03,2.39,0.03,1,0.03,0.03,0,0.0,18,0.56,16.67,5.556,0.06,2.92,27.66,2.86,27.17,0.06,50.0,0.16,2.45,56.96,5.06,52.15,0.75,2.67,0.93,30.09,2.42,1.06,41.49,82.26,14.38,74.95,9.75,97.13,11.71,83.02,34.32,90.32,4.35,53.57,20.14,35.66,0.08,0.65,0.09,0.0,0.12,75.0,0.31,4.66,71.33,3.14,49.5,0.43,42.86,0.96,0.78,7.89,72.05,0,,0,,0,0.0,0.0,0.0,,,1.65,,,0.0,0.0,0.0,0.0,0,0.0
Mikel Jauregizar,Spain La Liga 2025-26,Athletic Bilbao,Athletic Club,"LDMF, RDMF, LCMF",22.0,0,2031-06-30,34,2895,2,1.17,0,2.24,15.85,50.0,Spain,Spain,right,185,77,no,8.05,6.53,61.9,2.7,44.83,0.47,0.62,0.09,3.54,4.68,1.37,5,0.16,1,0.03,1.43,0.06,2,0.06,0.04,0,0.0,33,1.03,24.24,6.061,0.0,1.27,34.15,0.56,27.78,0.72,39.13,0.09,1.34,48.84,4.26,37.96,0.47,0.44,0.03,27.23,0.12,0.9,40.07,82.0,14.49,71.03,4.63,91.28,14.92,89.58,35.63,87.26,3.2,41.75,18.29,31.46,0.07,0.65,0.0,0.0,0.12,75.0,0.31,7.55,71.19,2.33,53.33,0.47,46.67,0.75,0.4,6.22,78.0,0,,0,,0,0.0,0.0,0.0,,,0.31,,,0.44,0.0,0.0,0.81,0,0.0
Germán Valera,Spain La Liga 2025-26,Elche,Elche,"LWB, LB, RW",24.0,2000000,2027-06-30,34,2892,4,2.49,6,5.91,17.09,46.63,Spain,"Spain, Venezuela",left,170,68,no,5.32,4.89,54.14,0.93,36.67,0.4,0.61,0.22,2.27,3.45,1.15,3,0.09,1,0.03,3.24,0.12,4,0.12,0.08,0,0.0,22,0.68,36.36,18.182,0.19,3.14,33.66,2.74,35.23,0.37,25.0,0.44,3.36,54.63,9.34,43.67,2.68,2.4,0.84,28.54,2.3,2.12,36.5,84.48,8.56,72.73,10.99,96.88,8.62,81.59,32.05,90.49,1.34,58.14,16.61,23.87,0.18,1.15,0.09,0.12,0.16,60.0,0.84,2.37,86.84,2.61,53.57,0.31,50.0,0.96,1.06,5.38,71.1,0,,0,,0,0.0,0.0,0.0,,,0.47,,,0.22,0.0,0.0,1.03,0,0.0
Vinícius Júnior,Spain La Liga 2025-26,Real Madrid,Real Madrid,"CF, LWF, LAMF",25.0,0,2027-06-30,34,2879,15,13.81,4,6.08,22.51,45.0,Brazil,"Brazil, Spain",right,176,73,no,3.09,3.22,65.05,0.34,18.18,0.16,0.23,0.0,0.84,1.23,1.06,8,0.25,0,0.0,7.0,0.47,11,0.34,0.43,0,0.0,91,2.84,47.25,16.484,0.13,2.38,19.74,2.38,19.74,0.0,0.0,0.19,9.82,51.59,16.97,43.46,6.5,7.85,0.78,30.98,2.03,2.47,34.61,80.4,6.13,70.92,8.97,95.12,10.94,80.57,30.76,85.77,1.59,62.75,16.18,30.08,0.19,1.75,0.09,0.0,0.53,23.53,0.75,2.22,67.61,2.88,51.09,0.66,23.81,2.16,0.38,3.94,83.33,0,,0,,0,0.0,0.0,0.0,,,0.06,,,0.06,0.0,0.0,0.44,5,80.0
Joan García,Spain La Liga 2025-26,Barcelona,Barcelona,GK,25.0,0,2031-06-30,29,2865,0,0.0,0,0.0,0.85,88.89,Spain,Spain,right,191,77,no,2.51,0.13,75.0,0.41,92.31,0.0,0.0,0.0,2.42,4.8,0.0,1,0.03,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,85.71,0.0,0.0,0.0,17.37,0.35,0.13,24.94,93.45,10.43,85.24,0.0,0.0,13.6,99.77,21.2,99.11,3.68,62.39,24.59,41.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,30.0,0.03,0.0,0.13,0.0,0.0,0.0,2.58,70.73,20,0.63,101,3.17,15,80.2,31.59,0.99,11.59,0.364,0.0,1.07,0.41,,,,0.0,0,0.0
T. Courtois,Spain La Liga 2025-26,Real Madrid,Real Madrid,GK,34.0,28000000,2027-06-30,29,2864,0,0.0,0,0.0,0.47,60.0,Belgium,Belgium,left,200,96,no,0.97,0.13,0.0,0.22,85.71,0.0,0.0,0.0,0.97,1.42,0.03,1,0.03,0,0.0,0.03,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.09,100.0,0.0,0.0,0.0,17.57,0.31,0.06,24.54,87.84,12.16,77.0,0.03,100.0,11.38,98.62,18.95,99.17,5.59,49.44,28.6,53.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,35.48,0.13,0.0,0.22,0.0,0.0,0.0,3.99,65.35,26,0.82,92,2.89,11,71.74,27.38,0.86,1.38,0.043,0.03,0.88,0.22,,,,0.0,0,0.0
J. Oblak,Spain La Liga 2025-26,Atlético Madrid,Atlético Madrid,GK,33.0,28000000,2028-06-30,29,2863,0,0.0,0,0.0,0.63,75.0,Slovenia,Slovenia,right,188,87,no,1.48,0.16,60.0,0.35,81.82,0.06,0.08,0.03,1.32,1.74,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.13,75.0,0.0,0.0,0.0,15.28,0.28,0.13,20.24,90.53,9.56,82.57,0.03,100.0,10.19,98.46,14.11,99.11,6.07,71.5,28.66,43.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,55.56,0.06,0.0,0.06,0.0,0.0,0.0,4.9,74.36,31,0.97,95,2.99,10,67.37,27.08,0.85,-3.92,-0.123,0.03,1.23,0.35,,,,0.0,0,0.0
Jon Aramburu,Spain La Liga 2025-26,Real Sociedad,Real Sociedad,RB,23.0,5000000,2030-06-30,32,2862,1,1.31,0,0.55,17.48,55.58,Venezuela,"Venezuela, Spain",right,176,71,no,10.09,8.84,59.07,2.83,62.22,0.63,0.86,0.35,4.25,5.82,1.98,9,0.28,0,0.0,1.16,0.03,1,0.03,0.04,1,0.03,16,0.5,31.25,6.25,0.0,1.45,26.09,0.0,0.0,1.45,26.09,0.13,0.79,80.0,3.33,56.6,0.63,0.57,0.28,28.46,1.76,1.42,38.68,79.92,17.04,72.51,6.32,97.01,8.93,82.75,34.62,84.83,2.7,44.19,16.7,31.06,0.02,0.22,0.0,0.06,0.06,0.0,0.09,4.91,65.38,1.42,24.44,0.22,14.29,0.13,0.38,6.79,57.41,0,,0,,0,0.0,0.0,0.0,,,0.63,,,0.0,0.0,0.0,0.0,0,0.0
Yuri Berchiche,Spain La Liga 2025-26,Athletic Club,Athletic Club,LB,36.0,1800000,2026-06-30,31,2859,0,0.44,4,2.67,12.65,59.2,Spain,"Spain, Algeria",left,181,79,no,8.44,4.78,65.79,3.49,58.56,0.19,0.25,0.03,5.1,6.66,0.85,4,0.13,0,0.0,1.32,0.0,0,0.0,0.01,0,0.0,17,0.54,29.41,0.0,0.13,2.24,35.21,2.2,34.29,0.0,0.0,0.25,0.63,60.0,2.36,52.0,0.91,0.94,0.25,31.98,1.35,1.07,45.14,85.29,19.39,81.17,5.63,97.21,13.44,88.29,40.29,89.61,2.68,60.0,18.32,32.68,0.08,0.6,0.0,0.0,0.06,0.0,0.44,7.87,80.0,1.92,47.54,0.16,40.0,0.25,0.82,10.55,83.28,0,,0,,0,0.0,0.0,0.0,,,0.98,,,0.03,0.03,0.0,0.0,0,0.0
L. Agoumé,Spain La Liga 2025-26,Sevilla,Sevilla,"RCMF, RDMF, LCMF",24.0,6000000,2028-06-30,32,2851,1,0.81,1,0.93,14.87,52.44,Cameroon,"Cameroon, France",right,185,75,no,7.48,5.49,65.52,3.41,52.78,0.22,0.31,0.16,3.66,5.07,1.77,10,0.32,0,0.0,0.66,0.03,1,0.03,0.03,0,0.0,12,0.38,16.67,8.333,0.03,0.73,43.48,0.03,0.0,0.69,45.45,0.06,0.57,33.33,3.63,38.26,0.85,1.04,0.03,26.83,0.16,0.44,38.86,82.13,14.77,68.8,6.31,97.0,11.18,91.24,33.9,86.87,4.26,50.37,18.07,35.25,0.03,0.51,0.06,0.03,0.28,33.33,0.22,7.23,69.43,1.74,52.73,0.79,40.0,0.69,0.32,6.57,70.67,0,,0,,0,0.0,0.0,0.0,,,0.38,,,0.06,0.0,0.0,0.03,0,0.0
Marcos Alonso,Spain La Liga 2025-26,Celta de Vigo,Celta de Vigo,LCB,35.0,2000000,2026-06-30,30,2838,1,2.32,0,1.06,11.48,52.21,Spain,Spain,left,188,81,no,6.98,3.77,55.46,2.92,58.7,0.29,0.34,0.41,4.6,5.47,0.79,5,0.16,0,0.0,0.73,0.03,0,0.0,0.07,0,0.0,22,0.7,13.64,4.545,0.0,0.6,26.32,0.54,29.41,0.03,0.0,0.03,0.6,68.42,2.47,43.59,0.73,3.08,0.25,53.63,0.67,0.54,68.91,90.24,27.78,83.68,4.41,94.24,27.88,96.36,61.87,93.8,6.44,62.07,19.81,42.54,0.03,0.32,0.0,0.0,0.13,50.0,0.19,10.66,79.46,1.43,57.78,0.38,58.33,0.51,0.19,11.07,79.37,0,,0,,0,0.0,0.0,0.0,,,1.52,,,0.16,0.13,0.0,0.0,1,100.0
Eric García,Spain La Liga 2025-26,Barcelona,Barcelona,"LCB, RB, RDMF",25.0,0,2031-06-30,32,2837,1,2.52,2,2.24,11.61,59.02,Spain,Spain,right,182,76,no,8.63,6.15,66.49,2.73,51.16,0.82,1.57,0.22,3.71,7.08,0.98,5,0.16,0,0.0,0.73,0.03,1,0.03,0.08,0,0.0,19,0.6,36.84,5.263,0.06,0.57,38.89,0.03,100.0,0.54,35.29,0.06,0.29,77.78,1.43,53.33,1.14,0.92,0.06,56.47,0.54,0.73,68.27,91.54,27.12,85.03,5.27,97.59,26.27,96.86,64.68,93.87,3.01,51.58,17.55,34.64,0.07,0.67,0.1,0.1,0.06,100.0,0.22,10.12,86.83,1.24,58.97,0.48,46.67,0.67,0.19,9.8,78.96,0,,0,,0,0.0,0.0,0.0,,,1.71,,,0.0,0.0,0.0,0.0,0,0.0
D. Blind,Spain La Liga 2025-26,Girona,Girona,LCB,36.0,3000000,2026-06-30,31,2833,0,0.08,0,0.33,11.79,60.92,Netherlands,"Netherlands, England",left,180,72,no,8.36,5.24,70.3,2.61,52.44,0.25,0.32,0.57,4.42,5.49,0.64,1,0.03,0,0.0,0.6,0.0,0,0.0,0.0,0,0.0,4,0.13,25.0,0.0,0.0,0.41,46.15,0.41,46.15,0.0,0.0,0.06,0.38,75.0,1.75,56.36,0.19,1.94,0.19,48.1,0.73,0.64,64.74,88.86,28.88,82.18,4.38,93.48,23.83,95.07,56.99,94.09,7.37,50.43,20.29,40.32,0.01,0.19,0.0,0.03,0.16,60.0,0.13,9.66,76.64,0.95,43.33,0.7,27.27,0.25,0.13,12.29,72.09,0,,0,,0,0.0,0.0,0.0,,,2.54,,,0.13,0.0,0.0,0.0,0,0.0
Mikel Oyarzabal,Spain La Liga 2025-26,Real Sociedad,Real Sociedad,CF,29.0,0,2028-06-30,31,2822,15,14.41,3,4.14,17.92,35.59,Spain,Spain,left,181,79,no,3.8,2.68,66.67,4.24,28.57,0.13,0.17,0.1,1.88,2.54,0.7,2,0.06,0,0.0,2.46,0.48,8,0.26,0.46,0,0.0,72,2.3,48.61,20.833,0.1,0.8,24.0,0.61,15.79,0.16,40.0,0.13,2.2,46.38,7.65,32.92,3.25,1.75,0.35,17.8,1.95,1.24,22.36,76.6,5.64,67.8,5.71,87.71,6.12,79.69,20.51,80.25,1.15,41.67,15.18,20.36,0.13,0.96,0.03,0.03,0.22,57.14,0.51,1.95,73.77,1.56,61.22,0.32,50.0,1.15,0.22,2.77,71.26,0,,0,,0,0.0,0.0,0.0,,,0.26,,,0.13,0.1,0.0,0.06,7,100.0
Adrián de la Fuente,Spain La Liga 2025-26,Levante,Levante,"RCB, LCB",27.0,1200000,2026-06-30,31,2815,3,3.09,1,0.76,10.01,60.38,Spain,Spain,right,179,78,no,7.93,4.12,60.47,2.69,55.95,0.32,0.37,0.61,5.12,5.89,1.09,5,0.16,0,0.0,1.44,0.1,2,0.06,0.1,1,0.03,31,0.99,25.81,9.677,0.03,1.34,47.62,0.22,42.86,1.12,48.57,0.13,0.67,71.43,1.44,68.89,0.67,0.67,0.1,31.04,0.64,0.8,44.18,82.56,19.44,72.7,3.42,95.33,17.55,91.44,32.87,92.61,10.07,53.97,24.07,41.59,0.02,0.51,0.03,0.1,0.06,100.0,0.1,7.77,57.61,1.79,33.93,1.34,30.95,0.29,0.61,9.4,75.51,0,,0,,0,0.0,0.0,0.0,,,2.56,,,0.16,0.16,0.0,0.0,2,50.0
Djené,Spain La Liga 2025-26,Getafe,Getafe,"LCB, RCB",34.0,2500000,2026-06-30,33,2794,0,0.09,0,0.09,12.24,54.74,Togo,Togo,right,178,72,no,7.05,4.19,64.62,2.8,50.57,0.16,0.2,0.29,4.19,5.24,1.06,10,0.32,1,0.03,0.26,0.0,0,0.0,0.0,0,0.0,2,0.06,0.0,0.0,0.0,0.29,44.44,0.1,66.67,0.19,33.33,0.03,0.19,66.67,2.61,37.04,0.23,0.26,0.0,12.43,0.23,0.81,26.06,79.36,11.34,67.61,2.83,94.32,8.41,88.89,21.58,86.57,4.22,45.04,20.12,33.98,0.0,0.13,0.0,0.0,0.0,0.0,0.03,4.48,61.87,0.74,21.74,0.26,0.0,0.13,0.1,5.35,65.06,0,,0,,0,0.0,0.0,0.0,,,1.45,,,0.03,0.0,0.0,0.0,0,0.0
Samú Costa,Spain La Liga 2025-26,Mallorca,Mallorca,"RDMF, RCMF",25.0,10000000,2028-06-30,32,2786,7,3.43,1,0.46,19.45,51.66,Portugal,Portugal,left,185,84,no,9.08,6.82,55.45,4.33,52.99,0.29,0.36,0.32,5.01,6.2,1.91,10,0.32,0,0.0,1.42,0.23,7,0.23,0.11,2,0.06,35,1.13,42.86,20.0,0.03,1.2,21.62,0.71,18.18,0.48,26.67,0.06,1.32,48.78,5.17,47.5,1.55,0.71,0.13,26.3,0.55,2.04,37.34,80.8,11.27,67.91,6.88,95.31,12.86,86.93,33.21,85.21,2.97,54.35,18.57,29.32,0.01,0.23,0.06,0.03,0.1,33.33,0.13,4.65,71.53,1.1,38.24,0.23,28.57,0.32,0.32,5.43,66.07,0,,0,,0,0.0,0.0,0.0,,,1.32,,,0.0,0.0,0.0,0.03,0,0.0
Victor Muñoz,Spain La Liga 2025-26,Osasuna,Osasuna,"LAMF, RW, LW",22.0,0,2030-06-30,33,2774,5,7.95,3,3.12,22.81,36.42,Spain,Spain,right,173,70,no,3.54,3.73,51.3,2.14,33.33,0.13,0.16,0.0,1.49,1.86,1.01,4,0.13,0,0.0,5.29,0.16,5,0.16,0.26,2,0.06,77,2.5,36.36,6.494,0.1,3.63,26.79,1.91,30.51,1.72,22.64,0.55,6.98,48.37,14.53,33.93,3.34,4.64,1.56,18.43,1.49,1.59,22.39,73.77,3.76,67.24,6.78,94.26,6.78,61.72,18.14,84.44,0.71,36.36,16.64,14.86,0.1,0.78,0.03,0.0,0.06,50.0,0.42,0.97,73.33,3.05,39.36,0.0,0.0,0.55,0.97,2.89,71.91,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.0,0.0,0.0,0.03,0,0.0
